,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
2730,Summer Catch,19693891,19693891,NA,17000000.0,24-Aug-01,PG-13,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,7.0,4.6,6848.0
2731,There's Something About Mary,176484651,360099999,NA,22000000.0,15-Jul-98,R,119.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,83.0,7.2,96443.0
2732,Snake Eyes,55591409,103891409,NA,73000000.0,07-Aug-98,R,99.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,41.0,5.8,29321.0
2733,Snakes on a Plane,34020814,62020814,23704179.0,33000000.0,18-Aug-06,R,105.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68.0,6.0,65841.0
2734,Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,NA,100000000.0,17-Dec-04,PG,108.0,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71.0,6.9,51614.0
2735,House of Sand and Fog,13005485,16157923,NA,16500000.0,19-Dec-03,R,NA,Dreamworks SKG,Based on Book/Short Story,Drama,Contemporary Fiction,NA,75.0,7.8,29777.0
2736,A Sound of Thunder,1900451,6300451,NA,80000000.0,02-Sep-05,PG-13,NA,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Peter Hyams,6.0,4.1,9915.0
2737,See No Evil,15032800,15387513,45391536.0,8000000.0,19-May-06,R,NA,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,NA,9.0,5.0,10035.0
2738,The Shipping News,11405825,24405825,NA,35000000.0,25-Dec-01,R,NA,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,55.0,6.7,17338.0
2739,Shanghai Knights,60470220,60470220,NA,50000000.0,07-Feb-03,PG-13,114.0,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66.0,6.2,24893.0
2740,Shanghai Noon,56932305,71189835,NA,55000000.0,26-May-00,PG-13,110.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78.0,6.6,32446.0
2741,Snow Dogs,81150692,115010692,NA,32000000.0,18-Jan-02,PG,99.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23.0,4.9,7561.0
2742,Snow Falling on Cedars,14378353,14378353,NA,36000000.0,24-Dec-99,PG-13,NA,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,NA,40.0,6.7,8444.0
2743,Sunshine,3688560,32030610,6342481.0,40000000.0,20-Jul-07,R,108.0,Fox Searchlight,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74.0,7.3,74535.0
2744,Snatch,30093107,83593107,NA,10000000.0,08-Dec-00,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Guy Ritchie,NA,8.2,173919.0
2745,Snow Day,60008303,62452927,NA,13000000.0,11-Feb-00,PG,89.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,26.0,4.4,4611.0
2746,Sorority Boys,10198766,12516222,NA,12000000.0,22-Mar-02,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,13.0,5.1,7392.0
2747,Solaris,14970038,14970038,NA,47000000.0,27-Nov-02,PG-13,NA,20th Century Fox,Remake,Drama,Science Fiction,Steven Soderbergh,65.0,6.2,33151.0
2748,Solitary Man,4354546,4354546,NA,12500000.0,21-May-10,R,NA,Anchor Bay Entertainment,NA,Drama,NA,NA,NA,6.7,1936.0
2749,The Soloist,31720158,38286958,10310814.0,60000000.0,24-Apr-09,PG-13,117.0,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Joe Wright,NA,6.7,14257.0
2750,Songcatcher,3050934,3050934,NA,1800000.0,15-Jun-01,PG-13,NA,Lionsgate,Original Screenplay,Drama,Historical Fiction,NA,NA,6.9,1997.0
2751,Sonny,17639,17639,NA,4000000.0,27-Dec-02,R,NA,NA,NA,NA,NA,NA,23.0,5.7,1941.0
2752,Standard Operating Procedure,228830,228830,NA,5000000.0,25-Apr-08,R,NA,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,NA,80.0,7.5,1640.0
2753,The Sorcerer's Apprentice,62492818,200092818,NA,160000000.0,14-Jul-10,PG,110.0,Walt Disney Pictures,Based on Short Film,Adventure,Fantasy,NA,42.0,6.4,9108.0
2754,Soul Food,43492389,43492389,NA,7500000.0,26-Sep-97,R,114.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,NA,80.0,6.4,2636.0
2755,Soul Plane,13922211,14553807,NA,16000000.0,28-May-04,R,NA,MGM,Original Screenplay,Comedy,Contemporary Fiction,NA,19.0,3.7,9143.0
2756,"South Park: Bigger, Longer & Uncut",52037603,52037603,NA,21000000.0,30-Jun-99,R,80.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Trey Parker,80.0,NA,NA
2757,Space Jam,90463534,250200000,NA,80000000.0,15-Nov-96,PG,87.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,Joe Pytka,36.0,5.6,29293.0
2758,Spanglish,42044321,54344321,NA,75000000.0,17-Dec-04,PG-13,103.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,James L. Brooks,52.0,6.7,30660.0
2759,Spawn,54979992,87949859,NA,40000000.0,31-Jul-97,PG-13,97.0,New Line,Based on Comic/Graphic Novel,Action,Contemporary Fiction,NA,20.0,4.8,21366.0
2760,Superbad,121463226,169863226,134555373.0,17500000.0,17-Aug-07,R,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Greg Mottola,87.0,7.8,134212.0
2761,SpongeBob SquarePants,85416609,140416609,NA,30000000.0,19-Nov-04,PG,90.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,NA,NA,NA,NA
2762,Space Chimps,30105968,59517784,13349286.0,37000000.0,18-Jul-08,G,NA,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,NA,36.0,4.5,4324.0
2763,Space Cowboys,90454043,128874043,NA,65000000.0,04-Aug-00,PG-13,130.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,79.0,6.3,29983.0
2764,Spider,1641788,1641788,NA,10000000.0,28-Feb-03,R,NA,Sony Pictures Classics,Based on Book/Short Story,Drama,Contemporary Fiction,David Cronenberg,NA,7.8,560.0
2765,Speed Racer,43945766,93394462,14217924.0,120000000.0,09-May-08,PG,NA,Warner Bros.,Based on TV,Action,Science Fiction,Andy Wachowski,38.0,6.3,32672.0
2766,The Spiderwick Chronicles,71195053,162839667,27525903.0,92500000.0,14-Feb-08,PG,NA,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Mark Waters,79.0,6.8,18715.0
2767,Speedway Junky,17127,17127,NA,1000000.0,31-Aug-01,R,NA,NA,NA,NA,NA,NA,NA,3.7,1205.0
2768,Speed II: Cruise Control,48097081,150468000,NA,110000000.0,13-Jun-97,PG-13,125.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,NA,3.4,30896.0
2769,Sphere,37068294,50168294,NA,73000000.0,13-Feb-98,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,12.0,5.6,31461.0
2770,Spiceworld,29342592,56042592,NA,25000000.0,23-Jan-98,PG,92.0,Sony Pictures,Musical Group Movie,Comedy,Contemporary Fiction,NA,NA,2.9,18010.0
2771,Spider-Man 2,373524485,783705001,4196484.0,200000000.0,30-Jun-04,PG-13,127.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,93.0,7.7,141940.0
2772,Spider-Man 3,336530303,890871626,124058348.0,258000000.0,04-May-07,PG-13,139.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,63.0,6.4,141513.0
2773,Spider-Man,403706375,821708551,NA,139000000.0,03-May-02,PG-13,121.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,89.0,7.4,167524.0
2774,Scott Pilgrim vs. The World,31167395,43149143,NA,85000000.0,13-Aug-10,PG-13,112.0,Universal,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81.0,8.1,17461.0
2775,See Spot Run,33357476,43057552,NA,16000000.0,02-Mar-01,PG,97.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,NA,24.0,4.9,3673.0
2776,Superman Returns,200120000,391120000,81580739.0,232000000.0,28-Jun-06,PG-13,157.0,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Bryan Singer,76.0,6.6,102751.0
2777,Supernova,14218868,14218868,NA,60000000.0,14-Jan-00,PG-13,NA,MGM,Original Screenplay,Action,Science Fiction,Francis Ford Coppola,10.0,6.8,127.0
2778,Spirited Away,10049886,274949886,NA,19000000.0,20-Sep-02,PG,NA,Walt Disney Pictures,Original Screenplay,Adventure,Fantasy,Hayao Miyazaki,NA,NA,NA
2779,Spun,410241,1022649,NA,4500000.0,14-Mar-03,R,NA,NA,NA,NA,NA,NA,NA,6.6,16011.0
2780,Spy Game,62362560,143049560,NA,90000000.0,21-Nov-01,R,126.0,Universal,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65.0,6.9,44850.0
2781,Spy Kids 2: The Island of Lost Dreams,85846296,119721296,NA,38000000.0,07-Aug-02,PG,100.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,75.0,NA,NA
2782,Spy Kids 3-D: Game Over,111760631,167851995,NA,40000000.0,25-Jul-03,PG,84.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,NA,4.1,12352.0
2783,Spy Kids,112692062,197692062,NA,35000000.0,30-Mar-01,PG,88.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93.0,5.7,23479.0
2784,The Square,406216,406216,NA,1900000.0,09-Apr-10,R,NA,Apparition,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,6.8,1303.0
2785,The Squid and the Whale,7372734,11098131,NA,1500000.0,05-Oct-05,R,NA,IDP/Goldwyn/Roadside,Based on Real Life Events,Drama,Dramatization,Noah Baumbach,93.0,7.6,23521.0
2786,Serendipity,50255310,75294136,NA,28000000.0,05-Oct-01,PG-13,91.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58.0,6.6,32014.0
2787,Saint Ralph,795126,795126,NA,5200000.0,05-Aug-05,PG-13,NA,Samuel Goldwyn Films,Original Screenplay,Comedy,Historical Fiction,NA,NA,7.5,3492.0
2788,Shaolin Soccer,488872,42776032,NA,10000000.0,02-Apr-04,PG-13,NA,Miramax,Original Screenplay,Comedy,NA,Stephen Chow,91.0,NA,NA
2789,Superstar,30628981,30628981,NA,14000000.0,08-Oct-99,PG-13,82.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,NA,33.0,6.0,103.0
2790,Soul Survivors,3100650,4288246,NA,14000000.0,07-Sep-01,PG-13,NA,Artisan,Original Screenplay,Horror,Contemporary Fiction,NA,4.0,3.6,5116.0
2791,Spirit: Stallion of the Cimarron,73215310,106515310,NA,80000000.0,24-May-02,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Kelly Asbury,NA,6.6,8622.0
2792,Star Wars Ep. II: Attack of the Clones,310676740,656695615,NA,115000000.0,16-May-02,PG,142.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
2793,Star Wars Ep. III: Revenge of the Sith,380270577,848998877,NA,115000000.0,19-May-05,PG-13,140.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
2794,Starship Troopers,54768952,121100000,NA,100000000.0,07-Nov-97,R,129.0,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60.0,7.1,83516.0
2795,The Station Agent,5801558,7773824,NA,500000.0,03-Oct-03,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,NA,95.0,7.8,22274.0
2796,Stay Alive,23086480,23187506,13333591.0,20000000.0,24-Mar-06,PG-13,91.0,Walt Disney Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,9.0,4.5,13658.0
2797,Small Time Crooks,17266359,29934477,NA,18000000.0,19-May-00,PG,NA,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,66.0,6.5,15636.0
2798,Steel,1686429,1686429,NA,16000000.0,15-Aug-97,PG-13,NA,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,NA,12.0,2.7,4409.0
2799,How Stella Got Her Groove Back,37672944,37672944,NA,20000000.0,14-Aug-98,R,124.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,NA,49.0,5.1,3080.0
2800,The Stepford Wives,59475623,96221971,NA,100000000.0,11-Jun-04,PG-13,93.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26.0,5.1,26712.0
2801,Stepmom,91137662,119709917,NA,50000000.0,25-Dec-98,PG-13,127.0,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43.0,6.2,18505.0
2802,Stomp the Yard,61356221,76356221,33252252.0,14000000.0,12-Jan-07,PG-13,113.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,NA,26.0,4.3,13737.0
2803,Stranger Than Fiction,40435190,45235190,30936711.0,30000000.0,10-Nov-06,PG-13,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72.0,7.8,74218.0
2804,The Legend of Suriyothai,454255,454255,NA,9000000.0,20-Jun-03,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,Stick It,26910736,30399714,27642935.0,20000000.0,28-Apr-06,PG-13,103.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,31.0,5.9,9556.0
2806,Stigmata,50041732,89441732,NA,32000000.0,10-Sep-99,R,103.0,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22.0,6.0,29411.0
2807,A Stir of Echoes,21133087,21133087,NA,12000000.0,10-Sep-99,R,110.0,Artisan,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,David Koepp,NA,7.1,26752.0
2808,Street Kings,26415649,65589243,13420759.0,20000000.0,11-Apr-08,R,NA,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,36.0,7.0,40291.0
2809,Stuart Little,140015224,298800000,NA,105000000.0,17-Dec-99,PG,92.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65.0,5.8,23226.0
2810,Stuart Little 2,64956806,166000000,NA,120000000.0,19-Jul-02,PG,78.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83.0,5.6,7534.0
2811,Stealth,32116746,76416746,NA,138000000.0,29-Jul-05,PG-13,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,Rob Cohen,13.0,4.8,21664.0
2812,Steamboy,468867,10468867,NA,20000000.0,18-Mar-05,PG-13,NA,Sony Pictures,Original Screenplay,Action,NA,NA,NA,NA,NA
2813,The Statement,765637,1545064,NA,27000000.0,12-Dec-03,R,NA,Sony Pictures,NA,Thriller/Suspense,NA,Norman Jewison,23.0,6.0,2735.0
2814,Stolen Summer,119841,119841,NA,1500000.0,22-Mar-02,PG,NA,Miramax,NA,NA,NA,NA,35.0,6.4,1733.0
2815,Stop-Loss,10915744,11179472,4736139.0,25000000.0,28-Mar-08,R,NA,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Kimberly Peirce,NA,6.5,9268.0
2816,The Perfect Storm,182618434,328711434,NA,120000000.0,30-Jun-00,PG-13,130.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47.0,6.2,55716.0
2817,The Story of Us,27100030,27100030,NA,50000000.0,15-Oct-99,R,74.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28.0,5.6,10720.0
2818,The Stepfather,29062561,29227561,6587798.0,20000000.0,16-Oct-09,PG-13,NA,Sony/Screen Gems,Remake,Thriller/Suspense,Contemporary Fiction,NA,11.0,5.3,6263.0
2819,State of Play,37017955,91445389,13578224.0,60000000.0,17-Apr-09,PG-13,127.0,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84.0,7.3,34067.0
2820,The Sisterhood of the Traveling Pants 2,44089964,44154645,15266725.0,27000000.0,06-Aug-08,PG-13,111.0,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,NA,64.0,6.2,6557.0
2821,Sisterhood of the Traveling Pants,39053061,41560117,NA,25000000.0,01-Jun-05,PG,NA,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ken Kwapis,NA,NA,NA
2822,Step Up,65328121,115328121,51317604.0,12000000.0,11-Aug-06,PG-13,98.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19.0,6.1,21691.0
2823,The Straight Story,6197866,6197866,NA,10000000.0,15-Oct-99,G,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,David Lynch,95.0,8.0,36265.0
2824,Star Trek: First Contact,92027888,150000000,NA,46000000.0,22-Nov-96,PG-13,111.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,NA,7.6,45106.0
2825,Star Trek: Insurrection,70187658,117800000,NA,70000000.0,11-Dec-98,PG,100.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,NA,6.4,26559.0
2826,Star Trek: Nemesis,43254409,67312826,NA,60000000.0,13-Dec-02,PG-13,117.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,NA,NA,6.4,28449.0
2827,Alex Rider: Operation Stormbreaker,659210,9351567,NA,40000000.0,13-Oct-06,PG,NA,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,NA,NA,NA,NA
2828,The Strangers,52597610,80597610,15789825.0,9000000.0,30-May-08,R,85.0,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,44.0,6.0,35078.0
2829,Super Troopers,18492362,23046142,NA,3000000.0,15-Feb-02,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jay Chandrasekhar,NA,6.8,29514.0
2830,Strangers with Candy,2072645,2077844,NA,2000000.0,28-Jun-06,R,NA,ThinkFilm,Based on TV,Comedy,Contemporary Fiction,NA,NA,5.9,4941.0
2831,Star Wars Ep. I: The Phantom Menace,431088297,924288297,NA,115000000.0,19-May-99,PG,133.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
2832,Stuck On You,33832741,63537164,NA,55000000.0,12-Dec-03,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60.0,5.9,23196.0
2833,Step Up 2 the Streets,58017783,150017783,21801408.0,17500000.0,14-Feb-08,PG-13,NA,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,25.0,5.6,20345.0
2834,The Sum of All Fears,118471320,193500000,NA,68000000.0,31-May-02,PG-13,124.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59.0,6.3,38586.0
2835,Sunshine State,3064356,3064356,NA,5600000.0,21-Jun-02,PG-13,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80.0,6.8,2769.0
2836,Supercross,3102550,3252550,NA,30000000.0,17-Aug-05,PG-13,NA,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,NA,6.0,2.9,2514.0
2837,Surf's Up,58867694,145395745,46260220.0,100000000.0,08-Jun-07,PG,86.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,NA,77.0,7.0,20974.0
2838,Surrogates,38577772,119668350,11099238.0,80000000.0,25-Sep-09,PG-13,104.0,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39.0,6.3,36940.0
2839,Summer of Sam,19288130,19288130,NA,22000000.0,02-Jul-99,R,142.0,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50.0,6.5,18431.0
2840,Savage Grace,434417,968805,NA,4600000.0,28-May-08,Not Rated,NA,IFC Films,Based on Book/Short Story,Drama,Dramatization,NA,NA,5.7,3838.0
2841,Saving Private Ryan,216335085,481635085,NA,65000000.0,24-Jul-98,R,169.0,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91.0,8.5,270540.0
2842,S.W.A.T.,116877597,198100000,NA,70000000.0,08-Aug-03,PG-13,117.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,NA,48.0,5.9,43260.0
2843,Sideways,71502303,109705641,NA,17000000.0,22-Oct-04,R,125.0,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97.0,7.8,69778.0
2844,Shall We Dance?,57887882,118097882,NA,40000000.0,15-Oct-04,PG-13,106.0,Miramax,Remake,Romantic Comedy,Contemporary Fiction,Peter Chelsom,NA,7.6,2192.0
2845,Secret Window,47958031,92958031,NA,40000000.0,12-Mar-04,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46.0,6.5,53868.0
2846,Swept Away,598645,598645,NA,10000000.0,11-Oct-02,R,NA,Sony Pictures,Remake,Romantic Comedy,Contemporary Fiction,Guy Ritchie,5.0,3.4,7665.0
2847,Swimming Pool,10130108,22441323,NA,7800000.0,04-Jul-03,R,NA,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,84.0,6.8,19992.0
2848,The Sidewalks of New York,2402459,3100834,NA,1000000.0,21-Nov-01,R,NA,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Edward Burns,NA,NA,NA
2849,Swimfan,28563926,28563926,NA,10000000.0,06-Sep-02,PG-13,86.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,NA,15.0,4.6,9577.0
2850,Sweet November,25288103,65754228,NA,40000000.0,16-Feb-01,PG-13,120.0,Warner Bros.,Remake,Drama,Contemporary Fiction,NA,16.0,6.0,20891.0
2851,Sydney White,11892415,12778631,6828112.0,16500000.0,21-Sep-07,PG-13,107.0,Universal,Traditional/Legend/Fairytale,Comedy,Contemporary Fiction,NA,37.0,6.2,9309.0
2852,Switchback,6504442,6504442,NA,38000000.0,31-Oct-97,R,NA,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,NA,32.0,6.1,5141.0
2853,Star Wars: The Clone Wars,35161554,68161554,22831563.0,8500000.0,15-Aug-08,PG,98.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,NA,19.0,5.4,17513.0
2854,The Sweetest Thing,24430272,44633441,NA,43000000.0,12-Apr-02,R,NA,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Roger Kumble,25.0,4.7,23378.0
2855,"Six Days, Seven Nights",74339294,164800000,NA,80000000.0,12-Jun-98,PG-13,101.0,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ivan Reitman,37.0,4.7,48.0
2856,Sex Drive,8402485,10412485,10245880.0,19000000.0,17-Oct-08,R,NA,Summit Entertainment,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,46.0,6.8,26920.0
2857,Sexy Beast,6946056,6946056,NA,4300000.0,13-Jun-01,R,NA,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.1,20916.0
2858,Chinjeolhan geumjassi,211667,23471871,NA,4500000.0,05-May-06,Not Rated,NA,Tartan Films,Original Screenplay,Thriller/Suspense,NA,Chan-wook Park,NA,7.7,19341.0
2859,"Synecdoche, New York",3081925,3081925,NA,20000000.0,24-Oct-08,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,67.0,NA,NA
2860,Syriana,50824620,95024620,15415665.0,50000000.0,23-Nov-05,R,126.0,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,72.0,7.1,53265.0
2861,Suspect Zero,8712564,8712564,NA,27000000.0,27-Aug-04,R,NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,E. Elias Merhige,18.0,5.8,9804.0
2862,Tadpole,2891288,3200241,NA,150000.0,19-Jul-02,PG-13,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,78.0,6.1,3800.0
2863,Tailor of Panama,13491653,27491653,NA,18000000.0,30-Mar-01,R,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,John Boorman,NA,NA,NA
2864,Taken,145000989,225461461,67315399.0,25000000.0,30-Jan-09,PG-13,NA,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Pierre Morel,NA,4.8,1125.0
2865,Take the Lead,34742066,65742066,21100670.0,30000000.0,01-Apr-06,PG-13,NA,New Line,Based on Real Life Events,Drama,Dramatization,NA,44.0,6.5,10015.0
2866,Talladega Nights: The Ballad of Ricky Bobby,148213377,163013377,84838372.0,73000000.0,04-Aug-06,PG-13,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam McKay,72.0,6.4,50407.0
2867,The Talented Mr. Ripley,81292135,81292135,NA,40000000.0,25-Dec-99,R,139.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82.0,7.2,63319.0
2868,Tarnation,592014,1162014,NA,218.0,06-Oct-04,Not Rated,NA,WellSpring,Based on Real Life Events,Documentary,Factual,NA,NA,7.1,3847.0
2869,Taxman,9871,9871,NA,3500000.0,17-Sep-99,NA,NA,NA,NA,Comedy,NA,NA,NA,6.8,520.0
2870,Thunderbirds,6768055,28231444,NA,55000000.0,30-Jul-04,PG,NA,Universal,Based on TV,Adventure,Science Fiction,Jonathan Frakes,19.0,4.0,5397.0
2871,The Best Man,34102780,34572780,NA,9000000.0,22-Oct-99,R,120.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Malcolm D. Lee,71.0,6.1,2019.0
2872,Book of Shadows: Blair Witch 2,26421314,47721314,NA,15000000.0,27-Oct-00,R,90.0,Artisan,Original Screenplay,Horror,Contemporary Fiction,NA,NA,4.0,16122.0
2873,The Cave,15007991,27147991,NA,30000000.0,26-Aug-05,PG-13,NA,Sony/Screen Gems,Original Screenplay,Horror,Science Fiction,NA,12.0,4.8,13025.0
2874,This Christmas,49121934,49778552,17922664.0,13000000.0,21-Nov-07,PG-13,118.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,NA,55.0,5.4,3351.0
2875,The Core,31111260,74132631,NA,85000000.0,28-Mar-03,PG-13,133.0,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42.0,5.3,27375.0
2876,The Thomas Crown Affair,69304264,124304264,NA,48000000.0,06-Aug-99,R,111.0,MGM,Remake,Drama,Contemporary Fiction,John McTiernan,67.0,6.7,37692.0
2877,The Damned United,449865,4054204,NA,6400000.0,09-Oct-09,R,97.0,Sony Pictures Classics,Based on Factual Book/Article,Drama,Dramatization,Tom Hooper,94.0,7.5,7560.0
2878,The Tale of Despereaux,50877145,88717945,26233404.0,60000000.0,19-Dec-08,G,93.0,Universal,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55.0,6.1,7460.0
2879,Team America: World Police,32774834,50274834,NA,20000000.0,15-Oct-04,R,98.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Trey Parker,NA,7.3,58763.0
